Sample ID,Mean 01,Mean 02,Mean 03,Mean 04,Mean 05,Mean 06,Mean 07,Mean 08,StdDev 01,StdDev 02,StdDev 03,StdDev 04,StdDev 05,StdDev 06,StdDev 07,StdDev 08
30b_70p_c2_b5_d,8.159697,8.938476,10.204,10.66484,8.643998,8.652711,10.52065,16.53284,7.543489,6.655156,3.709091,3.330642,2.189082,2.450899,3.289676,6.100056
40b_60p_c2_b5_a,8.006244,8.626242,9.347804,10.20909,9.654665,8.920664,10.59489,16.93105,7.614946,6.672647,3.559224,3.629828,3.446674,3.105553,3.994931,7.342041
40b_60p_c2_b5_b,8.221528,8.889161,9.805837,10.76757,10.08024,9.220453,10.95262,17.81891,7.623548,6.707236,3.685762,3.626318,3.20244,2.925458,3.747278,6.837708
40b_60p_c2_b5_c,8.169538,9.076183,10.41149,11.25978,10.31819,9.472521,11.32828,18.57266,7.567445,6.799974,3.90759,3.871266,3.667655,3.40222,4.248204,7.446682
40b_60p_c2_b5_d,8.119629,8.817511,9.694857,10.62896,9.901155,9.055938,10.80943,17.45437,7.644867,6.789111,3.698386,3.696756,3.447282,2.958865,3.81839,7.169101
50b_50p_c2_b5_a,8.494043,9.471412,11.62684,12.40047,10.02675,9.192505,11.35894,19.34497,7.754898,6.799157,4.008859,3.726015,2.798728,2.64255,3.608196,7.094493
50b_50p_c2_b5_b,7.788242,8.854855,10.78509,11.65145,9.611733,8.838968,10.97402,18.71043,7.231093,6.584355,3.489237,3.242424,2.389763,2.230472,3.07894,6.101065
50b_50p_c2_b5_c,8.143496,8.818696,10.38223,11.1678,9.225723,8.632661,10.65431,17.57527,7.666583,6.955963,4.326365,4.368874,3.421886,3.248559,4.492471,8.905188
50b_50p_c2_b5_d,7.544066,8.486628,9.695518,10.60422,9.268317,8.807676,10.76253,18.0099,7.226972,6.471174,3.52178,3.41759,2.629038,2.592062,3.11294,6.096252
60b_40p_c2_b5_a,7.760795,8.582662,10.16842,10.89484,9.169171,8.665632,10.60854,17.10076,7.440606,6.719183,3.890978,3.957848,3.226142,3.064074,4.09259,7.634381
60b_40p_c2_b5_b,8.002865,8.938622,10.50401,11.30154,9.535812,8.983265,11.00891,17.90723,7.622542,6.710032,3.970006,3.869661,2.975669,2.877216,4.008583,7.687873
60b_40p_c2_b5_c,7.701077,8.48365,9.665367,10.15061,8.54364,8.320788,10.06648,15.92493,7.481172,6.578448,3.669835,3.345893,2.334035,2.286173,3.084965,6.136174
60b_40p_c2_b5_d,8.371023,9.275976,11.31367,11.8331,9.465417,8.904078,10.80534,17.55739,7.712026,6.767834,4.246291,4.353112,3.359304,2.969853,3.864721,7.545074
70b_30p_c2_b5_a,7.632624,8.455646,9.709302,10.13074,8.558603,7.986803,9.779823,16.21461,7.415029,6.589643,3.51227,3.12192,2.420124,2.290226,3.101716,5.980276
70b_30p_c2_b5_b,7.020128,7.618401,8.369676,8.749765,7.694357,7.11094,8.444101,13.41261,7.291609,6.5557,3.352688,3.066877,2.277088,2.006235,2.816288,5.808159
70b_30p_c2_b5_c,7.012532,7.718603,8.526249,8.787356,7.469231,7.06071,8.286525,12.71585,7.35538,6.693058,3.669756,3.325009,2.421292,2.357571,3.139154,6.370416
70b_30p_c2_b5_d,8.094981,9.007171,10.90035,11.54806,9.537209,8.648719,10.62234,17.82806,7.614188,6.62382,3.890002,3.695537,2.596203,2.329115,3.262937,6.463804
80b_20p_c2_b5_a,6.665977,6.998075,7.601721,7.918074,6.896272,6.625279,7.79731,11.75255,7.190195,6.608655,3.369866,3.089875,2.365561,2.234217,2.989825,5.726578
80b_20p_c2_b5_b,6.390374,6.672489,6.869497,7.061924,6.325355,6.104837,6.933224,9.707523,7.105124,6.512223,3.209481,2.818201,2.030883,1.913695,2.605301,5.373772
80b_20p_c2_b5_c,7.598465,8.254422,9.468127,9.924468,8.033055,7.497903,9.133821,15.47929,7.343123,6.457146,3.657204,3.472933,2.251091,1.974765,2.641222,5.708131
80b_20p_c2_b5_d,8.365611,9.339262,11.77528,12.22586,9.290628,8.548365,10.6259,18.88291,7.780529,6.845075,4.34089,4.053144,2.690899,2.478873,3.299577,6.664947
90b_10p_c2_b5_a,7.760061,8.665414,10.9558,10.9101,7.969274,7.733951,9.52749,15.45681,7.555028,6.668125,3.460627,2.974292,2.04639,2.086639,2.583825,4.440349
90b_10p_c2_b5_b,7.227595,7.886559,8.818214,9.33705,8.12335,7.520632,9.009314,14.22197,7.441038,6.68723,3.592454,3.428018,2.636565,2.363296,3.310842,6.425674
90b_10p_c2_b5_c,7.289616,8.399275,10.43169,10.83605,8.384486,7.744602,9.440092,15.66491,7.214926,6.4944,3.77407,3.423381,2.355317,2.233718,3.076868,6.071228
90b_10p_c2_b5_d,7.944288,8.870584,10.92258,11.19529,8.588778,7.99708,9.86512,15.98915,7.613731,6.719496,4.193339,4.014341,2.774904,2.573088,3.532855,6.721578
